,alpha
5639,-1
4965,1
3444,1
7179,0
4772,1
14825,-1
12350,0
4172,0
2977,0
12645,1
192,-1
6272,-1
2625,0
9436,1
11121,-1
14070,-1
1331,0
174,0
8203,0
10316,-1
8222,-1
4096,0
7553,-1
12988,0
8190,0
13713,0
13762,0
15746,-1
577,1
10499,0
12348,1
8718,-1
13461,0
7793,-1
3080,0
4408,1
9430,1
1311,-1
7365,1
13465,-1
14632,1
15012,-1
6964,0
1566,-1
1534,1
2302,-1
16571,-1
14767,0
14206,-1
5474,-1
7481,1
11889,0
15955,-1
14561,0
2815,-1
11344,-1
367,1
13850,0
634,0
2857,0
1671,-1
7345,-1
2541,0
14340,1
8988,-1
12869,-1
17266,-1
11351,-1
3944,-1
5035,1
16714,-1
2077,-1
6353,1
11066,0
10626,0
15932,-1
4358,-1
1940,-1
1861,0
16579,-1
4719,1
3327,1
16834,-1
2293,0
123,0
5127,0
16750,0
6215,0
6103,0
4622,-1
5921,-1
4825,0
8966,1
12068,-1
10493,-1
16194,-1
2283,1
547,-1
10254,1
2373,-1
2389,0
12691,0
9053,-1
9178,0
11471,-1
3769,-1
12787,1
14264,-1
11035,0
3046,-1
204,0
8614,0
6126,0
15287,1
7004,-1
8309,1
14311,1
5158,0
6089,-1
9347,1
13615,-1
17433,-1
13479,-1
997,1
7828,0
6233,-1
14072,-1
16330,-1
9692,0
7255,-1
15208,0
13603,-1
5916,0
15465,-1
2510,1
741,0
3752,-1
7299,1
9396,-1
7153,-1
10573,0
8472,-1
5166,-1
5955,0
839,-1
11901,-1
10773,-1
6979,0
10178,-1
5658,0
11524,1
14420,-1
9721,1
12957,0
9406,0
9526,-1
4921,0
16893,1
14637,1
9586,0
713,-1
13394,1
17542,1
16922,0
10890,-1
12503,0
14421,-1
6531,0
197,0
5575,-1
1531,1
9225,1
4355,0
8644,-1
14401,0
11365,0
12243,0
6672,0
8005,0
15762,0
4928,0
3455,0
778,1
12667,0
4603,-1
8794,-1
7741,0
13512,1
17306,-1
5517,0
10268,0
5448,0
2651,1
295,0
1502,-1
16234,-1
17559,-1
5352,-1
10827,1
6560,0
17251,0
13784,1
6299,-1
6155,0
12683,-1
3098,-1
8705,1
10424,0
10243,-1
16776,-1
17005,-1
13667,-1
7428,-1
16439,0
1718,-1
6945,-1
2112,-1
1803,1
10417,0
11856,1
5750,0
4584,-1
12632,0
9383,0
66,0
13252,-1
3010,0
4591,0
16019,-1
7981,-1
9865,-1
1594,-1
4419,1
5550,0
5246,0
989,0
9926,1
5929,0
14346,-1
6462,-1
9287,0
2816,1
4736,0
2351,0
11269,0
3894,-1
779,1
11468,-1
2756,-1
4992,1
3870,-1
8818,-1
6268,-1
2344,0
13472,0
7688,-1
10097,1
9714,0
13410,-1
4843,-1
4495,0
8870,0
8256,0
12515,-1
16999,0
4910,0
3034,-1
1017,0
110,-1
11193,1
9545,-1
11803,-1
237,-1
17368,-1
6346,1
10548,0
12803,-1
534,0
4089,-1
10978,0
14839,0
2116,0
5113,-1
5288,0
8047,0
3048,0
4225,1
10456,-1
15889,0
10636,-1
4070,-1
9977,0
16265,0
7475,1
14585,0
14707,0
12071,-1
11789,-1
3986,0
7517,0
12050,0
9322,-1
6869,-1
9880,-1
3183,1
13493,0
4030,1
12090,-1
6205,0
10013,-1
10629,0
14049,-1
14258,1
15657,0
16381,0
7738,0
8453,-1
11841,-1
6307,-1
2878,1
15600,0
5475,0
7811,-1
7831,-1
14061,0
11941,1
13059,-1
6167,-1
16865,-1
3729,1
42,-1
4333,1
6362,-1
12545,0
2440,-1
8201,1
12826,-1
2863,0
11096,1
4533,0
1219,-1
4822,0
7911,0
3392,0
6578,-1
1212,1
3322,0
2128,0
7336,0
10439,0
11457,-1
13133,-1
10240,0
670,0
15691,-1
15025,-1
15314,-1
7301,0
8074,1
10840,-1
3686,0
16091,1
869,-1
2019,-1
17449,0
3216,1
14193,0
5308,-1
3750,0
4477,0
10949,0
6104,-1
11107,0
5612,-1
15282,1
1535,0
14945,-1
16850,-1
15827,-1
16251,-1
4315,0
6249,0
233,1
2525,1
4573,1
15081,0
1424,1
5128,-1
1386,-1
13086,0
3600,1
2414,-1
3405,-1
4046,0
14161,0
12172,-1
16077,-1
9649,-1
16410,0
8176,1
16122,0
2851,0
17421,-1
9994,0
5596,0
9107,1
12028,1
10513,0
13931,0
12271,-1
14984,0
8496,-1
17387,-1
13881,-1
6363,1
4952,-1
2070,0
5937,-1
16494,-1
10559,-1
6053,-1
597,-1
12242,0
421,1
2407,1
124,1
2564,-1
13189,1
12550,-1
17420,1
9115,0
1852,-1
7128,1
9726,1
4665,-1
1686,0
12531,-1
5340,0
11118,-1
8415,-1
901,1
2506,1
1440,1
10430,-1
10966,1
12611,0
14971,1
17070,-1
2874,0
259,0
13643,1
13096,0
9804,-1
3373,1
13151,-1
13233,1
16133,-1
15701,-1
8612,-1
12971,0
11776,0
7222,-1
619,0
14269,-1
14821,0
10401,0
8097,-1
1098,-1
1874,1
14248,1
13258,0
1345,0
13635,-1
7307,-1
6209,0
10563,-1
2828,1
6118,0
5194,-1
9548,-1
5664,-1
9465,-1
9376,-1
10139,1
7510,-1
7576,0
1572,-1
4003,-1
7636,1
6403,-1
16939,-1
4292,0
7492,-1
8680,-1
10594,0
2665,1
16643,0
13552,-1
8521,0
8600,1
11470,1
10168,0
6397,-1
2212,1
14279,0
8312,-1
17548,-1
10053,1
7513,-1
5227,0
514,0
5177,-1
9296,-1
7623,0
8981,1
14213,-1
7955,-1
15776,1
1767,0
15153,1
14286,-1
7155,1
13336,-1
13972,-1
8591,1
4097,-1
14740,0
4430,-1
6812,1
15481,1
5802,-1
9020,0
16074,-1
15661,-1
12324,-1
10891,-1
16126,0
845,0
14292,-1
4868,0
1729,1
15583,0
15133,-1
4655,-1
3821,1
17058,0
2166,0
156,-1
6796,0
8722,-1
12283,1
8178,1
12624,-1
1716,-1
7926,0
13040,0
4232,0
6291,-1
4602,1
6989,0
16843,-1
13223,0
12353,0
8377,-1
1053,0
9058,-1
5794,1
2888,0
14758,-1
12725,0
9817,0
17437,-1
8327,1
10975,-1
8315,1
8215,0
14137,0
1648,0
11993,-1
8856,-1
5555,0
6622,-1
11753,0
7851,1
5558,0
3403,0
11786,0
8236,-1
14471,-1
1532,-1
16430,-1
1727,0
15308,-1
8383,-1
8397,-1
8227,0
5057,-1
14524,0
15592,1
6699,-1
4926,-1
2787,-1
16140,1
7293,-1
11040,0
8519,0
5406,1
9039,0
14289,-1
4634,0
8255,-1
10304,-1
2932,0
14203,1
11525,1
11942,-1
17023,-1
16364,0
12493,0
12010,1
10236,0
5490,0
13471,-1
16974,1
105,-1
14869,-1
14112,0
807,-1
2623,-1
5349,0
3950,1
7606,-1
8290,-1
9515,0
5839,-1
15206,-1
13832,0
3077,-1
416,0
4564,-1
6494,-1
3796,-1
17239,0
2198,0
15002,-1
10654,-1
11733,0
14991,0
10212,0
12118,0
954,1
1732,-1
6028,0
2640,-1
5363,1
15089,0
13424,0
13515,-1
9478,-1
8430,0
15395,0
14474,-1
6035,0
13683,-1
13307,0
2347,0
8523,0
16650,-1
6377,0
445,-1
8467,0
4949,1
8745,0
4173,-1
13464,-1
2200,0
9138,-1
5024,0
11093,-1
13947,1
13285,0
16349,-1
1180,-1
3734,-1
8696,-1
4113,1
6740,0
17146,-1
12810,0
652,1
17129,-1
10763,0
13041,0
4436,0
8257,0
112,-1
349,0
12338,-1
10182,-1
6264,-1
16038,1
16102,-1
14027,-1
14499,-1
17324,-1
12087,-1
10784,0
15094,1
8095,0
9497,-1
2465,0
2073,1
12022,-1
5718,-1
2675,-1
12425,-1
11175,0
1354,-1
2930,-1
7372,-1
5535,-1
15757,-1
13215,1
14149,1
6684,1
13358,0
7048,1
7543,0
4525,-1
17192,0
9360,-1
11188,0
14163,-1
15100,-1
4366,1
2025,0
14519,-1
15937,-1
16266,0
12798,0
5179,1
16615,-1
2336,0
11198,0
16137,-1
546,1
16632,0
12270,1
1581,0
663,-1
6047,0
8808,-1
4010,-1
347,-1
2866,-1
10529,0
14541,0
13724,-1
93,-1
2781,1
2983,-1
15764,-1
268,1
9811,1
829,0
12413,0
8161,0
16148,-1
16657,-1
10339,1
15952,0
10600,-1
12998,0
8420,0
7051,-1
4808,-1
6891,0
14224,1
271,-1
10770,-1
16167,0
3468,0
3474,1
6059,-1
1550,0
5259,0
15506,-1
5419,-1
6825,0
2359,-1
5841,-1
4869,0
1337,-1
16989,1
427,0
12468,0
855,-1
12719,0
9475,-1
9374,0
1569,0
9120,1
14306,-1
7271,0
8691,-1
13025,1
9873,0
13820,-1
15942,-1
13257,0
8233,0
15696,-1
2209,0
15850,0
12272,0
16464,-1
17386,-1
10197,1
12310,1
992,0
11283,0
8896,1
5041,-1
5541,-1
5542,-1
5562,0
15410,-1
498,0
1457,-1
4012,0
15935,-1
16177,-1
17016,-1
7533,-1
14475,-1
13888,0
5933,0
14626,-1
117,-1
15396,0
9919,1
75,0
7277,-1
4441,0
14121,0
15388,-1
17115,1
17188,0
15526,-1
2978,-1
7570,0
7920,-1
5391,0
5377,-1
9477,1
17460,-1
14768,-1
2709,-1
16622,-1
1026,0
13566,0
12656,-1
9271,1
4128,0
10289,-1
8689,0
3648,0
11905,0
2312,0
1964,1
16082,-1
13004,-1
12698,-1
2911,0
17176,1
17091,1
16109,-1
1962,-1
12235,-1
8606,0
15148,0
796,0
2807,-1
9594,0
12741,-1
15631,-1
16889,-1
4024,1
8972,-1
15035,-1
3051,1
4203,-1
3932,-1
13605,-1
16790,-1
15797,-1
11372,-1
9232,1
15328,1
3437,0
11507,1
11413,0
2702,0
9574,0
4049,-1
15368,-1
8750,-1
4572,0
7592,-1
14616,-1
223,1
11652,-1
6855,0
15453,1
1174,1
11356,0
17534,0
13843,1
14534,-1
11585,-1
14236,-1
7987,-1
17325,1
13000,-1
12731,-1
7319,0
1471,-1
8300,-1
3371,0
7315,0
17506,-1
13235,-1
9813,1
15372,-1
9818,0
11011,-1
7993,-1
13160,-1
864,-1
16350,-1
10703,0
17040,-1
13348,0
16772,-1
2723,1
5184,-1
17179,-1
5634,1
119,-1
7566,-1
589,1
7788,0
17379,-1
13057,0
6031,-1
10867,-1
7894,-1
6579,0
7248,0
3153,-1
12005,0
17581,-1
11744,-1
10589,1
4971,-1
4184,1
12875,1
13194,-1
96,-1
13555,-1
15603,-1
16344,1
876,1
5108,0
15686,-1
13746,0
14925,1
321,-1
708,-1
9979,-1
6301,-1
16987,-1
2323,-1
16267,1
15007,0
2401,-1
5706,-1
2802,-1
5648,0
15390,0
2615,0
8085,0
11673,-1
17131,-1
1750,0
6250,0
17524,0
1593,0
9644,0
16383,0
14018,-1
2163,-1
5206,-1
9769,-1
8150,0
2229,-1
15430,0
15978,1
15135,0
3998,0
14259,-1
10451,-1
14001,1
1553,-1
8167,-1
14848,-1
3231,-1
3087,1
4936,0
11420,0
4411,0
8702,0
17395,1
3893,-1
6520,1
11374,1
8997,1
1971,1
15067,0
17402,0
9956,0
15568,0
6902,-1
16823,1
5218,0
11559,1
7306,-1
3718,0
13279,-1
10397,1
16718,0
14453,-1
5782,0
11487,1
10611,1
16800,-1
12321,-1
16275,-1
10245,-1
11239,0
13767,1
3236,-1
7379,1
5530,0
12459,0
10597,1
12458,0
1734,-1
6101,-1
11106,-1
8144,-1
9045,-1
10115,0
10156,1
13689,0
15908,0
14363,-1
5587,0
9350,0
7265,0
183,0
4604,1
1510,-1
7422,-1
17236,-1
10997,-1
12759,0
4228,-1
5499,0
13910,-1
10291,-1
9236,0
3349,-1
15695,-1
11504,1
13193,0
384,1
6821,0
5332,0
13226,1
17336,-1
6893,1
7733,-1
13080,1
8384,0
491,-1
6738,0
6570,-1
13663,0
17447,0
14081,0
3050,-1
1128,0
17577,0
6926,-1
9086,0
3331,0
1943,0
3073,1
10204,-1
12395,-1
1018,0
7404,-1
15065,-1
13664,-1
11003,-1
6652,0
12405,-1
9454,-1
11338,0
5422,-1
2738,0
7601,1
10492,0
7400,1
5570,1
11951,0
14689,1
2897,0
7032,-1
7488,-1
21,0
3857,-1
11071,1
17248,0
12346,1
5040,0
5688,-1
198,-1
12996,0
12007,0
1339,1
1417,0
7360,0
4283,-1
17466,-1
2875,-1
3123,1
16099,0
5979,0
15166,-1
15442,0
5431,-1
17096,0
7691,-1
352,1
16877,0
388,-1
2881,-1
13278,1
1400,1
13871,1
17575,0
4588,0
12899,-1
2715,-1
12209,0
15189,0
10041,0
5554,-1
11904,-1
2467,-1
7377,-1
10940,0
8616,-1
16245,0
16223,-1
9952,0
8710,-1
7456,1
5118,-1
17123,-1
9682,-1
14943,-1
16385,0
13584,0
11402,0
3273,-1
8768,0
4676,-1
2763,1
6292,-1
7716,-1
13608,0
7455,-1
6371,0
15510,-1
3807,-1
1541,1
16521,0
6706,0
16555,-1
9204,-1
9034,0
10973,-1
12089,-1
14004,-1
5614,0
8814,1
12066,1
16495,1
4679,1
1323,0
1651,-1
8283,-1
7641,-1
11248,0
11717,-1
17066,-1
13338,0
1266,1
14955,-1
17111,1
8271,-1
16370,-1
9161,-1
11013,-1
12843,0
14105,1
8128,-1
10462,0
7262,1
11765,-1
16899,-1
16700,0
9788,-1
6676,-1
10058,0
14067,1
17150,-1
16508,1
16513,0
1280,0
11349,-1
12123,0
1283,1
7305,-1
16938,1
11583,1
10606,0
3258,1
4380,0
974,0
7791,0
17516,0
11748,1
13545,0
5603,0
1987,0
2317,-1
2126,-1
9242,1
4619,-1
372,-1
8240,-1
180,0
13014,1
10846,-1
16296,1
5217,0
138,-1
928,0
4618,-1
11671,1
2924,0
7600,0
196,-1
6497,-1
2214,-1
9643,-1
5799,-1
5430,0
6725,0
5275,-1
6671,-1
4532,-1
601,-1
14882,1
14132,-1
10155,0
13294,0
3364,-1
2282,0
5853,1
1515,1
7528,-1
14006,0
10160,-1
4762,1
14339,0
15934,-1
12699,-1
10180,0
6990,0
2902,-1
17033,-1
8832,-1
8520,-1
1100,0
11076,1
5091,-1
8918,-1
12023,-1
12477,-1
11280,1
3219,0
1615,-1
14078,0
3881,0
13129,1
2784,1
16476,1
12845,-1
7803,0
16684,1
17385,0
808,-1
2230,0
5976,-1
10991,-1
5438,-1
10131,0
6372,0
4897,0
8510,1
3124,-1
13293,0
13333,0
7434,0
15050,0
4506,1
14320,1
280,0
16307,0
17030,0
4434,-1
16366,-1
2205,0
8826,0
2972,1
4325,1
2288,0
1564,0
8270,0
4742,-1
17407,1
6109,-1
1298,0
15697,0
12570,-1
3987,-1
13827,-1
15800,-1
8901,-1
16754,1
1681,1
7210,0
5931,0
3804,1
13072,-1
16777,0
13477,-1
1481,0
11010,0
6061,-1
12924,-1
2093,-1
7537,1
3304,0
309,1
171,1
10293,0
16909,0
9346,0
10436,-1
1071,1
8447,0
10188,-1
16831,0
16497,-1
591,-1
6618,0
3062,-1
15085,-1
7445,-1
3630,0
10753,-1
6394,-1
17322,-1
14276,-1
9797,-1
10443,0
3211,1
15646,1
11325,0
7609,0
10772,-1
15853,-1
16006,-1
6943,1
17268,-1
3616,0
1675,-1
2049,0
12548,1
4456,0
8640,0
5120,-1
7885,0
3463,1
557,-1
13470,-1
15095,0
12057,-1
11366,-1
7014,-1
13860,-1
7617,0
10579,0
16058,-1
1478,-1
10480,-1
7417,0
910,0
14332,0
13991,-1
16236,-1
1792,-1
9402,0
14980,-1
6266,-1
6806,1
1848,-1
6409,0
14638,1
14375,1
3926,-1
11252,-1
6718,-1
10078,1
1801,0
4147,0
16270,1
14155,-1
5366,-1
4593,1
2843,1
9064,0
12944,-1
266,1
5038,-1
17538,1
10345,0
3598,-1
8490,0
12530,-1
12054,-1
7124,-1
4623,-1
13250,0
1589,-1
17335,-1
4947,-1
11476,-1
1894,-1
13438,-1
11888,1
15791,0
9980,-1
14783,0
16388,1
17406,0
14649,1
10793,0
9642,0
13915,0
9693,0
188,-1
17273,0
9890,0
73,0
14405,-1
5339,-1
8969,1
13469,-1
3279,0
5143,-1
12682,0
7192,-1
7756,-1
15727,-1
8263,0
16108,-1
12990,0
3528,1
4698,-1
10625,0
8158,-1
8868,0
11069,1
15999,-1
8333,-1
15424,-1
12138,1
14828,0
14994,0
3113,0
12221,-1
11281,1
13136,1
3264,-1
4820,-1
15391,0
6678,-1
5397,1
4956,1
10762,0
14809,-1
1776,-1
17095,0
3977,-1
16285,1
5784,1
554,1
12655,-1
5225,1
9820,-1
4267,-1
5061,0
8081,1
3916,-1
9518,0
13243,-1
17118,0
17243,1
11090,-1
6086,1
9901,-1
3208,0
2682,0
7432,0
9902,0
10179,0
2867,1
9646,0
6920,-1
14947,-1
16394,-1
4576,-1
17081,0
9757,0
4657,1
12879,1
8540,-1
10196,-1
3517,-1
14965,1
3928,-1
3193,-1
2961,0
13500,0
4276,-1
15498,-1
1901,0
3213,-1
9270,-1
4088,0
5988,0
4155,-1
12108,1
246,1
7268,1
12322,-1
9385,1
3441,1
9050,1
16397,1
13856,-1
8829,1
6519,0
11826,0
8129,-1
853,-1
3200,-1
5213,0
11153,1
11123,-1
5379,0
11790,0
13126,1
12013,1
10958,-1
15843,0
13805,1
2674,-1
11902,1
12693,-1
5595,-1
15144,0
9173,-1
12198,0
6438,-1
13391,-1
1142,1
1373,1
14141,-1
263,1
1719,0
13097,-1
3384,-1
790,0
4548,1
1808,1
499,0
173,-1
10882,-1
8671,1
10382,1
12256,1
13009,0
5491,1
2557,1
16520,1
7259,-1
13955,-1
8623,-1
2017,-1
13927,-1
4259,0
16730,-1
8703,-1
11742,-1
17048,-1
13183,-1
8921,-1
5060,-1
13170,-1
11389,-1
5927,0
10857,0
12814,-1
2657,0
6081,-1
10586,-1
15782,-1
12286,0
2876,-1
7660,-1
6522,-1
11972,0
8968,-1
7895,1
10610,-1
13702,-1
11036,-1
9620,1
11352,0
10146,-1
7827,-1
8371,-1
5056,-1
16490,-1
11022,-1
7858,0
9591,-1
2411,-1
3656,0
2575,-1
817,-1
1313,0
17568,-1
3064,0
16956,-1
3263,0
14075,1
7223,0
12939,0
14940,1
12170,0
13712,-1
6278,0
1261,-1
14923,0
533,1
4927,1
16547,0
11274,1
10149,0
11399,0
5631,-1
16139,1
5015,1
678,-1
6276,1
1834,-1
7070,-1
5915,-1
8316,0
10598,-1
13671,0
12168,-1
12260,-1
11761,0
2298,1
5906,1
2584,0
4303,-1
5879,1
17301,-1
2284,-1
2809,-1
13104,0
15958,-1
11982,-1
12176,1
7829,0
16092,-1
15877,-1
628,0
4502,0
14728,1
17147,0
8816,0
16469,-1
2734,-1
4693,0
11797,0
308,0
14358,0
15127,0
7405,0
14234,-1
4578,1
2643,1
14182,-1
5385,0
8648,0
772,0
15768,0
15447,-1
11105,0
7232,0
12119,-1
11634,0
475,-1
7328,-1
3376,-1
12093,-1
14601,1
5617,-1
159,0
9021,1
12883,-1
17086,-1
5191,0
10398,-1
644,-1
6178,-1
14345,0
13726,0
7160,1
17484,0
10241,1
13548,0
7043,0
2210,0
11199,1
1285,1
16773,1
1063,0
15281,0
4696,0
11277,-1
13110,-1
16729,-1
9032,1
15086,1
4646,-1
5700,0
9188,0
6502,-1
698,1
15667,1
8721,0
6324,0
12305,0
11097,-1
655,-1
2599,0
5769,-1
5346,-1
9226,-1
8767,1
8874,-1
12890,0
16941,-1
14092,-1
3666,-1
2810,-1
6351,0
6641,1
5642,0
14523,-1
6204,-1
6043,0
10494,1
14981,-1
9195,0
9152,-1
15985,0
4164,0
12328,-1
1559,0
15164,-1
16264,-1
15996,0
15546,-1
11450,0
769,0
15373,-1
8053,1
8217,1
9447,1
9849,0
10945,1
5800,-1
6176,-1
97,-1
2044,0
1404,1
2780,-1
7670,-1
12714,-1
15195,0
6955,-1
12430,1
7496,-1
17060,0
2790,-1
2834,-1
6099,1
13594,-1
3005,0
12984,0
10847,1
8276,0
1075,1
14383,1
14985,0
14232,-1
12048,1
8840,-1
8930,0
14124,-1
1496,-1
5486,-1
5564,0
2529,0
9963,-1
6594,0
3812,0
1324,-1
16603,-1
8301,-1
16531,-1
5990,1
12356,-1
2042,0
14544,-1
17008,0
14169,-1
7671,0
13909,-1
16096,0
15710,1
7247,0
8045,0
17138,-1
8626,-1
14711,1
14064,-1
1854,-1
8598,-1
12403,1
8935,-1
6460,0
5401,0
10870,0
16427,1
9001,-1
13654,1
9694,-1
16314,-1
13940,-1
10639,-1
8761,0
414,0
1255,-1
2289,-1
11782,1
12695,1
11684,0
16418,0
9422,1
6010,-1
7387,-1
5687,-1
12131,-1
10845,0
9003,-1
8888,-1
7856,-1
2785,0
8359,0
14102,1
3012,1
3824,0
11433,1
9221,-1
8298,0
875,0
5495,-1
13958,0
4993,0
9410,1
11910,0
9575,0
11925,0
6775,0
12533,-1
1728,-1
9773,-1
6354,1
1309,1
14015,-1
5762,-1
4138,0
5669,0
927,-1
3924,-1
5910,-1
12968,-1
12481,1
15255,-1
6510,0
16552,0
7754,1
968,-1
5330,-1
5478,0
1773,-1
11779,0
7558,-1
6386,0
16983,0
6574,-1
15134,-1
14393,-1
7392,0
602,-1
16138,1
15815,-1
12103,0
16984,0
14308,1
7569,0
17044,0
7516,-1
7175,-1
1459,1
6137,0
4446,1
6405,0
8811,0
5071,-1
15722,-1
6807,-1
17017,0
16934,-1
6286,0
11865,0
4287,0
12200,-1
10100,0
5577,1
1048,0
15538,0
2726,0
1760,0
15885,-1
14411,1
2830,1
2349,0
2036,-1
15110,-1
11658,-1
13413,-1
8912,-1
2885,1
9353,-1
13944,1
15734,1
5968,0
2089,-1
9281,0
12323,-1
1375,0
5817,0
6006,-1
13880,1
10002,1
14902,0
92,-1
13755,1
8846,-1
11406,-1
15854,-1
14565,1
8505,-1
15939,0
134,-1
6600,0
16030,1
2759,0
859,0
14564,0
2338,0
12729,0
13824,-1
14040,0
1898,0
6937,1
6647,-1
10086,0
11771,-1
2695,0
4015,-1
14225,1
6427,0
2186,-1
408,0
6597,0
3366,-1
626,-1
6057,-1
10777,0
2915,0
1683,-1
13660,-1
13191,-1
8018,-1
2767,0
872,0
1035,-1
10270,0
6639,0
8250,1
1262,1
9884,-1
4914,-1
6241,-1
15304,1
13046,1
1634,-1
10648,-1
12520,-1
1544,0
861,0
14142,-1
7639,1
14287,0
12327,0
12614,-1
6687,0
1347,0
12669,0
13946,-1
9775,1
2950,-1
1427,1
512,0
396,-1
3133,0
4186,0
14214,-1
3253,0
2,0
13195,0
1931,0
616,0
6389,0
7795,1
1853,-1
15370,-1
595,0
1996,-1
492,-1
12692,0
3082,0
3458,0
10107,-1
14277,0
15860,-1
9751,0
3312,1
10800,1
13182,1
2735,0
11590,0
5361,-1
11138,-1
17282,-1
16389,1
11576,-1
9706,1
15984,-1
17071,1
13038,0
2335,-1
13249,0
1846,-1
12976,1
3651,0
9944,0
12421,-1
14901,-1
12661,0
4377,-1
8928,0
7658,0
12181,1
13650,-1
14442,1
16688,1
10255,-1
13750,0
12497,-1
10015,0
11275,0
132,0
14190,-1
14500,0
13008,0
3948,0
11203,0
15463,0
15485,1
11073,-1
9157,0
15683,-1
8372,-1
5792,-1
1145,-1
6758,-1
964,1
3856,0
15265,0
11741,-1
3170,1
16090,1
12475,-1
12211,1
6752,-1
13301,1
4319,1
7883,-1
8354,0
17311,-1
4002,-1
2082,1
10758,0
6343,-1
14853,1
8733,-1
5900,0
3188,1
515,1
12340,0
8009,0
12471,1
13546,1
5729,0
4878,0
9437,0
1218,-1
10449,0
16607,0
1957,1
2162,0
11264,-1
8404,-1
17567,-1
4650,-1
13633,0
17258,-1
6983,-1
15109,0
11946,-1
14422,-1
14885,0
4045,0
2028,0
13652,-1
1891,0
10889,-1
9631,-1
2144,1
15444,0
12929,0
10831,-1
16316,-1
6237,-1
9284,0
17314,1
12155,1
680,-1
5164,0
7325,0
14178,1
6186,-1
14770,0
8812,0
12526,1
962,-1
5531,-1
8707,-1
1281,0
57,-1
10609,-1
9027,0
10695,-1
5147,0
10343,0
7036,-1
1468,0
15898,1
3871,-1
2023,-1
6816,0
6102,-1
8419,-1
11514,-1
6133,0
13509,-1
4644,0
13051,0
502,0
16896,1
16833,-1
14746,1
6141,0
6283,-1
6813,0
8719,-1
9312,0
2124,-1
485,-1
11294,-1
16073,1
2664,-1
4135,-1
1833,0
17443,0
3895,-1
12110,-1
14208,-1
17474,-1
7226,-1
15718,0
11383,0
10125,0
3228,-1
15974,0
15417,1
12349,1
13723,0
17528,0
5991,0
15479,1
4162,1
5958,0
4989,0
1494,-1
14083,1
6653,-1
15560,0
5832,-1
3635,-1
2492,-1
14312,-1
1723,1
10466,1
7557,0
14488,-1
2728,0
5852,-1
52,-1
2639,0
15276,0
2094,-1
8672,0
15261,0
15597,0
12878,1
15277,0
5350,0
14620,0
10628,1
8592,-1
12435,-1
7278,-1
17126,0
7753,0
9004,-1
3325,1
9094,-1
5209,1
10414,1
16567,-1
12326,0
6743,0
9251,0
12920,-1
12593,0
1272,0
1014,0
12040,-1
3255,0
1176,1
4800,1
14204,0
2636,1
4915,-1
9441,0
8576,1
3699,-1
14820,-1
11230,0
15042,-1
1165,-1
2141,1
12152,1
468,0
16159,-1
1889,1
13505,1
17428,-1
7086,0
6954,0
16561,-1
7435,0
14606,0
2826,-1
3832,0
5211,0
8976,-1
16250,0
1058,1
3357,1
13271,-1
11311,0
14826,-1
5601,0
15167,1
12660,1
2903,0
6439,0
6027,-1
11735,-1
11099,0
316,-1
11276,-1
17328,-1
14977,-1
3601,1
1144,-1
13217,-1
6302,-1
16123,-1
14607,0
13583,-1
752,1
11394,-1
1870,1
10919,-1
6434,-1
3093,0
82,0
7321,-1
16801,-1
10833,1
8387,-1
4866,0
6119,0
11057,1
6472,0
4671,1
203,-1
13434,-1
9816,0
12230,-1
77,0
13081,1
10869,0
9228,-1
8138,-1
9794,-1
3946,0
16290,0
15638,1
14171,1
11316,0
16298,1
2539,1
7381,1
14883,-1
10568,0
3287,1
2216,-1
7185,-1
16079,-1
2841,1
13093,1
7330,-1
329,1
4392,-1
9272,-1
12280,0
843,-1
3555,1
9987,-1
9176,0
4059,0
10211,-1
11201,-1
578,0
11405,-1
11085,0
6544,-1
13526,1
5006,0
16942,-1
10381,-1
714,1
16836,-1
10690,0
5365,-1
1932,0
7790,-1
11424,-1
6609,0
9651,-1
3858,-1
1503,-1
3299,0
11110,0
13764,0
17228,1
14939,-1
2173,1
17512,-1
4760,0
3843,-1
9936,0
13442,1
5609,0
11939,1
14644,0
9122,-1
15079,1
12602,0
12646,1
2413,1
6190,1
2761,-1
8241,1
10467,-1
14710,-1
5370,-1
13981,0
14440,1
868,0
12240,1
16988,-1
3951,0
7736,0
8361,1
9507,-1
11027,0
6631,1
1473,-1
3823,-1
4514,1
5965,0
4761,0
10743,0
12664,-1
9193,-1
5289,0
5914,0
12139,1
14873,0
13544,1
16848,-1
6540,0
12215,-1
7313,-1
10744,-1
11452,0
11602,1
7033,-1
3493,1
1976,0
16704,-1
3875,0
11724,1
2906,0
11079,0
14192,1
5193,-1
7187,-1
641,1
13149,-1
14543,-1
2386,-1
10337,0
7704,-1
10216,0
1794,-1
9111,-1
11381,0
2486,-1
10119,0
2974,0
17235,0
8873,0
15477,-1
15415,0
2412,0
8779,-1
14815,1
9698,1
5678,0
17556,-1
863,0
17037,0
14026,1
8437,-1
949,1
14249,-1
5342,-1
13078,0
16923,0
12058,0
4328,0
14752,-1
7119,0
7778,0
4034,-1
3979,1
11948,0
8146,-1
12457,-1
15106,0
12427,-1
10192,0
10962,-1
6617,0
15895,0
149,1
202,-1
10055,0
1687,1
11600,0
14792,0
9913,0
9966,-1
3317,-1
3687,-1
1691,0
5650,0
9412,-1
15977,1
14954,-1
5393,0
12125,1
5566,-1
2202,0
14125,1
1701,-1
307,1
8949,-1
